ID,Name,Date,Time,Event,Status,Latitude,Longitude,Maximum Wind,Minimum Pressure,Low Wind NE,Low Wind SE,Low Wind SW,Low Wind NW,Moderate Wind NE,Moderate Wind SE,Moderate Wind SW,Moderate Wind NW,High Wind NE,High Wind SE,High Wind SW,High Wind NW,Lat_Lon_Combined,geo_data,address,country,country_code,locality,county,state,house_number,road,postcode,place,suburb,city,state_district,town,hamlet,village,archipelago,city_district,amenity,region,building,municipality,neighbourhood,tourism,leisure,aeroway,residential,highway,township,island,landuse,farm,shop,man_made,isolated_dwelling,quarter,yes,historic,province,subdivision,department,industrial,farmyard,borough,club,office,Lat Split,Long Split
AL021952,               ABLE,19520901,0,  , TS,36.6N,79.9W,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"36.6N, 79.9W","{'place_id': 283156252, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 2532628, 'lat': '36.6725813', 'lon': '-79.9242922', 'display_name': 'Henry County, Virginia, United States', 'address': {'county': 'Henry County', 'state': 'Virginia', 'country': 'United States', 'country_code': 'us'}, 'boundingbox': ['36.541955', '36.856139', '-80.095141', '-79.640652']}","{'county': 'Henry County', 'state': 'Virginia', 'country': 'United States', 'country_code': 'us'}",United States,us,,Henry County,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.6,-79.9
AL021952,               ABLE,19520901,600,  , TS,38.1N,78.6W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"38.1N, 78.6W","{'place_id': 309086038, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 161327760, 'lat': '38.099198526497865', 'lon': '-78.59994440713977', 'display_name': '2278, Decca Lane, Mill Ridge, Albemarle County, Virginia, 22901, United States', 'address': {'house_number': '2278', 'road': 'Decca Lane', 'hamlet': 'Mill Ridge', 'county': 'Albemarle County', 'state': 'Virginia', 'postcode': '22901', 'country': 'United States', 'country_code': 'us'}, 'boundingbox': ['38.099148526498', '38.099248526498', '-78.59999440714', '-78.59989440714']}","{'house_number': '2278', 'road': 'Decca Lane', 'hamlet': 'Mill Ridge', 'county': 'Albemarle County', 'state': 'Virginia', 'postcode': '22901', 'country': 'United States', 'country_code': 'us'}",United States,us,,Albemarle County,Virginia,2278,Decca Lane,22901,,,,,,Mill Ridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.1,-78.6
AL021952,               ABLE,19520901,1200,  , TS,39.5N,77.1W,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"39.5N, 77.1W","{'place_id': 408219, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 158562467, 'lat': '39.5078792', 'lon': '-77.1002597', 'display_name': 'Marston, Carroll County, Maryland, 21776, United States', 'address': {'village': 'Marston', 'county': 'Carroll County', 'state': 'Maryland', 'postcode': '21776', 'country': 'United States', 'country_code': 'us'}, 'boundingbox': ['39.4878792', '39.5278792', '-77.1202597', '-77.0802597']}","{'village': 'Marston', 'county': 'Carroll County', 'state': 'Maryland', 'postcode': '21776', 'country': 'United States', 'country_code': 'us'}",United States,us,,Carroll County,Maryland,,,21776,,,,,,,Marston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.5,-77.1
AL021952,               ABLE,19520901,1800,  , TS,40.8N,75.0W,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"40.8N, 75.0W","{'place_id': 99385181, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 11788843, 'lat': '40.8006702', 'lon': '-74.9994465', 'display_name': 'Furnace Street, Oxford, Warren County, New Jersey, 07863, United States', 'address': {'road': 'Furnace Street', 'village': 'Oxford', 'county': 'Warren County', 'state': 'New Jersey', 'postcode': '07863', 'country': 'United States', 'country_code': 'us'}, 'boundingbox': ['40.8006702', '40.801524', '-74.9994465', '-74.996868']}","{'road': 'Furnace Street', 'village': 'Oxford', 'county': 'Warren County', 'state': 'New Jersey', 'postcode': '07863', 'country': 'United States', 'country_code': 'us'}",United States,us,,Warren County,New Jersey,,Furnace Street,7863,,,,,,,Oxford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.8,-75
AL021952,               ABLE,19520902,0,  , TS,42.2N,72.9W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"42.2N, 72.9W","{'place_id': 282506879, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 1181605, 'lat': '42.186736', 'lon': '-72.9527068', 'display_name': 'Blandford, Hampden County, Massachusetts, 01008, United States', 'address': {'town': 'Blandford', 'county': 'Hampden County', 'state': 'Massachusetts', 'postcode': '01008', 'country': 'United States', 'country_code': 'us'}, 'boundingbox': ['42.1239178', '42.2513471', '-73.0349204', '-72.872183']}","{'town': 'Blandford', 'county': 'Hampden County', 'state': 'Massachusetts', 'postcode': '01008', 'country': 'United States', 'country_code': 'us'}",United States,us,,Hampden County,Massachusetts,,,1008,,,,,Blandford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.2,-72.9
AL021952,               ABLE,19520902,600,  , TD,43.0N,71.5W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"43.0N, 71.5W","{'place_id': 258307876, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 812589687, 'lat': '43.000401499999995', 'lon': '-71.500291', 'display_name': '500, Upland Street, Manchester, Hillsborough County, New Hampshire, 03102, United States', 'address': {'house_number': '500', 'road': 'Upland Street', 'city': 'Manchester', 'county': 'Hillsborough County', 'state': 'New Hampshire', 'postcode': '03102', 'country': 'United States', 'country_code': 'us'}, 'boundingbox': ['43.00029', '43.000495', '-71.50039', '-71.500183']}","{'house_number': '500', 'road': 'Upland Street', 'city': 'Manchester', 'county': 'Hillsborough County', 'state': 'New Hampshire', 'postcode': '03102', 'country': 'United States', 'country_code': 'us'}",United States,us,,Hillsborough County,New Hampshire,500,Upland Street,3102,,,Manchester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,-71.5
AL021952,               ABLE,19520902,1200,  , TD,43.9N,70.0W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"43.9N, 70.0W","{'place_id': 78433273, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 7363779856, 'lat': '43.8997012', 'lon': '-69.9995306', 'display_name': '4, Odonnell Lane, Growstown, Brunswick, Cumberland County, Maine, 04011, United States', 'address': {'house_number': '4', 'road': 'Odonnell Lane', 'neighbourhood': 'Growstown', 'town': 'Brunswick', 'county': 'Cumberland County', 'state': 'Maine', 'postcode': '04011', 'country': 'United States', 'country_code': 'us'}, 'boundingbox': ['43.8996512', '43.8997512', '-69.9995806', '-69.9994806']}","{'house_number': '4', 'road': 'Odonnell Lane', 'neighbourhood': 'Growstown', 'town': 'Brunswick', 'county': 'Cumberland County', 'state': 'Maine', 'postcode': '04011', 'country': 'United States', 'country_code': 'us'}",United States,us,,Cumberland County,Maine,4,Odonnell Lane,4011,,,,,Brunswick,,,,,,,,,Growstown,,,,,,,,,,,,,,,,,,,,,,,,43.9,-70
AL021952,               ABLE,19520902,1800,  , TD,45.5N,68.2W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"45.5N, 68.2W","{'place_id': 283998190, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 12245889, 'lat': '45.47962445', 'lon': '-68.1920545415243', 'display_name': 'Webster Plantation, Penobscot County, Maine, United States', 'address': {'city_district': 'Webster Plantation', 'county': 'Penobscot County', 'state': 'Maine', 'country': 'United States', 'country_code': 'us'}, 'boundingbox': ['45.4266098', '45.5336201', '-68.2667763', '-68.115647']}","{'city_district': 'Webster Plantation', 'county': 'Penobscot County', 'state': 'Maine', 'country': 'United States', 'country_code': 'us'}",United States,us,,Penobscot County,Maine,,,,,,,,,,,,Webster Plantation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.5,-68.2
AL031952,            UNNAMED,19520828,200, L, TS,33.7N,78.7W,45,1000,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"33.7N, 78.7W","{'place_id': 282416250, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 148838, 'lat': '39.7837304', 'lon': '-100.445882', 'display_name': 'United States', 'address': {'country': 'United States', 'country_code': 'us'}, 'boundingbox': ['-14.7608358', '71.6048217', '-180', '180']}","{'country': 'United States', 'country_code': 'us'}",United States,us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.7,-78.7
AL031952,            UNNAMED,19520828,600,  , TS,34.4N,79.5W,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"34.4N, 79.5W","{'place_id': 99682816, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 12341533, 'lat': '34.39933262281374', 'lon': '-79.49837726780055', 'display_name': 'Centerville Road, Centerville, Dillon County, South Carolina, 29565, United States', 'address': {'road': 'Centerville Road', 'hamlet': 'Centerville', 'county': 'Dillon County', 'state': 'South Carolina', 'postcode': '29565', 'country': 'United States', 'country_code': 'us'}, 'boundingbox': ['34.392121', '34.468225', '-79.501265', '-79.48635']}","{'road': 'Centerville Road', 'hamlet': 'Centerville', 'county': 'Dillon County', 'state': 'South Carolina', 'postcode': '29565', 'country': 'United States', 'country_code': 'us'}",United States,us,,Dillon County,South Carolina,,Centerville Road,29565,,,,,,Centerville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.4,-79.5
AL031952,            UNNAMED,19520828,1200,  , TD,35.7N,81.0W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"35.7N, 81.0W","{'place_id': 102503863, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 16471322, 'lat': '35.7015457', 'lon': '-80.9994307', 'display_name': 'Clyde Road, Catawba County, North Carolina, 28609, United States', 'address': {'road': 'Clyde Road', 'county': 'Catawba County', 'state': 'North Carolina', 'postcode': '28609', 'country': 'United States', 'country_code': 'us'}, 'boundingbox': ['35.695885', '35.701562', '-80.9994307', '-80.994854']}","{'road': 'Clyde Road', 'county': 'Catawba County', 'state': 'North Carolina', 'postcode': '28609', 'country': 'United States', 'country_code': 'us'}",United States,us,,Catawba County,North Carolina,,Clyde Road,28609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.7,-81
AL031952,            UNNAMED,19520828,1800,  , TD,37.5N,82.3W,20,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"37.5N, 82.3W","{'place_id': 102855922, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 16342201, 'lat': '37.50199746099934', 'lon': '-82.30003075073827', 'display_name': 'Gabriel Fork, Pike County, Kentucky, 41539, United States', 'address': {'road': 'Gabriel Fork', 'county': 'Pike County', 'state': 'Kentucky', 'postcode': '41539', 'country': 'United States', 'country_code': 'us'}, 'boundingbox': ['37.501134', '37.511314', '-82.307105', '-82.269748']}","{'road': 'Gabriel Fork', 'county': 'Pike County', 'state': 'Kentucky', 'postcode': '41539', 'country': 'United States', 'country_code': 'us'}",United States,us,,Pike County,Kentucky,,Gabriel Fork,41539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5,-82.3
AL011953,              ALICE,19530606,1700, L, TS,30.3N,85.9W,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"30.3N, 85.9W","{'place_id': 145962635, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 188992614, 'lat': '30.304535340321046', 'lon': '-85.8987145005592', 'display_name': 'Side Camp Road, Laird, Bay County, Florida, 32461, United States', 'address': {'road': 'Side Camp Road', 'hamlet': 'Laird', 'county': 'Bay County', 'state': 'Florida', 'postcode': '32461', 'country': 'United States', 'country_code': 'us'}, 'boundingbox': ['30.2901941', '30.315801', '-85.994473', '-85.8635177']}","{'road': 'Side Camp Road', 'hamlet': 'Laird', 'county': 'Bay County', 'state': 'Florida', 'postcode': '32461', 'country': 'United States', 'country_code': 'us'}",United States,us,,Bay County,Florida,,Side Camp Road,32461,,,,,,Laird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.3,-85.9
AL011953,              ALICE,19530606,1800,  , TS,30.4N,85.9W,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"30.4N, 85.9W","{'place_id': 230048085, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 636387746, 'lat': '30.395706349999998', 'lon': '-85.90370728396096', 'display_name': '10628, Pine Log Road, Pine Log, Bay County, Florida, 32413, United States', 'address': {'house_number': '10628', 'road': 'Pine Log Road', 'hamlet': 'Pine Log', 'county': 'Bay County', 'state': 'Florida', 'postcode': '32413', 'country': 'United States', 'country_code': 'us'}, 'boundingbox': ['30.3956149', '30.3958301', '-85.9038308', '-85.9035837']}","{'house_number': '10628', 'road': 'Pine Log Road', 'hamlet': 'Pine Log', 'county': 'Bay County', 'state': 'Florida', 'postcode': '32413', 'country': 'United States', 'country_code': 'us'}",United States,us,,Bay County,Florida,10628,Pine Log Road,32413,,,,,,Pine Log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.4,-85.9
AL011953,              ALICE,19530607,0,  , TD,30.8N,85.8W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"30.8N, 85.8W","{'place_id': 343473, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 153700355, 'lat': '30.8137982', 'lon': '-85.8013218', 'display_name': 'Hathaway Mill, Holmes County, Florida, 32427, United States', 'address': {'hamlet': 'Hathaway Mill', 'county': 'Holmes County', 'state': 'Florida', 'postcode': '32427', 'country': 'United States', 'country_code': 'us'}, 'boundingbox': ['30.7937982', '30.8337982', '-85.8213218', '-85.7813218']}","{'hamlet': 'Hathaway Mill', 'county': 'Holmes County', 'state': 'Florida', 'postcode': '32427', 'country': 'United States', 'country_code': 'us'}",United States,us,,Holmes County,Florida,,,32427,,,,,,Hathaway Mill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.8,-85.8
AL011953,              ALICE,19530607,600,  , TD,31.1N,85.5W,20,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"31.1N, 85.5W","{'place_id': 97202279, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 7697688, 'lat': '31.10017865513512', 'lon': '-85.5003445491892', 'display_name': 'Chipola Road, Geneva County, Alabama, 36375, United States', 'address': {'road': 'Chipola Road', 'county': 'Geneva County', 'state': 'Alabama', 'postcode': '36375', 'country': 'United States', 'country_code': 'us'}, 'boundingbox': ['31.083684', '31.114801', '-85.514701', '-85.49377']}","{'road': 'Chipola Road', 'county': 'Geneva County', 'state': 'Alabama', 'postcode': '36375', 'country': 'United States', 'country_code': 'us'}",United States,us,,Geneva County,Alabama,,Chipola Road,36375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.1,-85.5
AL021953,            UNNAMED,19530711,1800,  , TD,26.1N,81.3W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"26.1N, 81.3W","{'place_id': 282599437, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 1210705, 'lat': '26.087964', 'lon': '-81.3794941', 'display_name': 'Collier County, Florida, United States', 'address': {'county': 'Collier County', 'state': 'Florida', 'country': 'United States', 'country_code': 'us'}, 'boundingbox': ['25.769452', '26.517069', '-81.905501', '-80.872992']}","{'county': 'Collier County', 'state': 'Florida', 'country': 'United States', 'country_code': 'us'}",United States,us,,Collier County,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.1,-81.3
AL021953,            UNNAMED,19530712,0,  , TD,26.6N,80.9W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"26.6N, 80.9W","{'place_id': 282508421, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 1210744, 'lat': '26.597094', 'lon': '-81.1520667', 'display_name': 'Hendry County, Florida, United States', 'address': {'county': 'Hendry County', 'state': 'Florida', 'country': 'United States', 'country_code': 'us'}, 'boundingbox': ['26.2531235', '26.958919', '-81.566303', '-80.8797179']}","{'county': 'Hendry County', 'state': 'Florida', 'country': 'United States', 'country_code': 'us'}",United States,us,,Hendry County,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.6,-80.9
AL021953,            UNNAMED,19530712,600,  , TD,27.2N,80.5W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"27.2N, 80.5W","{'place_id': 282508208, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 1210698, 'lat': '27.0673711', 'lon': '-80.3994412', 'display_name': 'Martin County, Florida, United States', 'address': {'county': 'Martin County', 'state': 'Florida', 'country': 'United States', 'country_code': 'us'}, 'boundingbox': ['26.9563215', '27.2638453', '-80.885639', '-80.022754']}","{'county': 'Martin County', 'state': 'Florida', 'country': 'United States', 'country_code': 'us'}",United States,us,,Martin County,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.2,-80.5
AL031953,            BARBARA,19530814,300, L, HU,35.0N,76.1W,80,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"35.0N, 76.1W","{'place_id': 282700160, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 2528682, 'lat': '34.8496625', 'lon': '-76.5931208', 'display_name': 'Carteret County, North Carolina, United States', 'address': {'county': 'Carteret County', 'state': 'North Carolina', 'country': 'United States', 'country_code': 'us'}, 'boundingbox': ['34.531736', '35.2014775', '-77.1677717', '-76.006557']}","{'county': 'Carteret County', 'state': 'North Carolina', 'country': 'United States', 'country_code': 'us'}",United States,us,,Carteret County,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,-76.1
AL031953,            BARBARA,19530814,500, L, HU,35.4N,76.1W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"35.4N, 76.1W","{'place_id': 102530570, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 16613025, 'lat': '35.40106941487341', 'lon': '-76.10071997485045', 'display_name': 'Gull Rock Road, Last Chance, Hyde County, North Carolina, United States', 'address': {'road': 'Gull Rock Road', 'hamlet': 'Last Chance', 'county': 'Hyde County', 'state': 'North Carolina', 'country': 'United States', 'country_code': 'us'}, 'boundingbox': ['35.387831', '35.452489', '-76.116952', '-76.070186']}","{'road': 'Gull Rock Road', 'hamlet': 'Last Chance', 'county': 'Hyde County', 'state': 'North Carolina', 'country': 'United States', 'country_code': 'us'}",United States,us,,Hyde County,North Carolina,,Gull Rock Road,,,,,,,Last Chance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.4,-76.1
AL031953,            BARBARA,19530814,600,  , HU,35.6N,76.0W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"35.6N, 76.0W","{'place_id': 282573385, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 1236353, 'lat': '35.3935017', 'lon': '-76.1253302', 'display_name': 'Hyde County, North Carolina, United States', 'address': {'county': 'Hyde County', 'state': 'North Carolina', 'country': 'United States', 'country_code': 'us'}, 'boundingbox': ['35.006031', '35.7052229', '-76.6375129', '-75.73662']}","{'county': 'Hyde County', 'state': 'North Carolina', 'country': 'United States', 'country_code': 'us'}",United States,us,,Hyde County,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.6,-76
AL031953,            BARBARA,19530814,900, L, HU,36.1N,75.9W,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"36.1N, 75.9W","{'place_id': 282511955, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 1232243, 'lat': '36.3918723', 'lon': '-75.9118432', 'display_name': 'Currituck County, North Carolina, United States', 'address': {'county': 'Currituck County', 'state': 'North Carolina', 'country': 'United States', 'country_code': 'us'}, 'boundingbox': ['36.0288416', '36.550922', '-76.3133147', '-75.709078']}","{'county': 'Currituck County', 'state': 'North Carolina', 'country': 'United States', 'country_code': 'us'}",United States,us,,Currituck County,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.1,-75.9
AL031953,            BARBARA,19530814,1200,  , HU,36.6N,75.7W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"36.6N, 75.7W","{'place_id': 1228465, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 317004570, 'lat': '36.5943204', 'lon': '-75.8876014', 'display_name': 'Virginia Beach (city), Virginia, United States', 'address': {'county': 'Virginia Beach (city)', 'state': 'Virginia', 'country': 'United States', 'country_code': 'us'}, 'boundingbox': ['35.8943204', '37.2943204', '-76.5876014', '-75.1876014']}","{'county': 'Virginia Beach (city)', 'state': 'Virginia', 'country': 'United States', 'country_code': 'us'}",United States,us,,Virginia Beach (city),Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.6,-75.7
AL051953,            UNNAMED,19530829,1800,  , TD,26.3N,80.9W,25,1007,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"26.3N, 80.9W","{'place_id': 99204414, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 10951777, 'lat': '26.30346945311515', 'lon': '-80.89930149816769', 'display_name': 'Snake Road, Hendry County, Florida, United States', 'address': {'road': 'Snake Road', 'county': 'Hendry County', 'state': 'Florida', 'country': 'United States', 'country_code': 'us'}, 'boundingbox': ['26.2991055', '26.3099898', '-80.9772619', '-80.8811266']}","{'road': 'Snake Road', 'county': 'Hendry County', 'state': 'Florida', 'country': 'United States', 'country_code': 'us'}",United States,us,,Hendry County,Florida,,Snake Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.3,-80.9
AL051953,            UNNAMED,19530901,1200,  , TD,32.2N,81.7W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"32.2N, 81.7W","{'place_id': 97768930, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 9046098, 'lat': '32.19975140141244', 'lon': '-81.70000751126337', 'display_name': 'Bulloch County, Georgia, United States', 'address': {'county': 'Bulloch County', 'state': 'Georgia', 'country': 'United States', 'country_code': 'us'}, 'boundingbox': ['32.19946', '32.199883', '-81.709356', '-81.699013']}","{'county': 'Bulloch County', 'state': 'Georgia', 'country': 'United States', 'country_code': 'us'}",United States,us,,Bulloch County,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.2,-81.7
AL051953,            UNNAMED,19530901,1800,  , TD,32.5N,82.8W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"32.5N, 82.8W","{'place_id': 98886484, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 9361400, 'lat': '32.50049403054094', 'lon': '-82.79993070159833', 'display_name': 'Georgia Kraft County Road, Laurens County, Georgia, United States', 'address': {'road': 'Georgia Kraft County Road', 'county': 'Laurens County', 'state': 'Georgia', 'country': 'United States', 'country_code': 'us'}, 'boundingbox': ['32.493519', '32.500594', '-82.828705', '-82.7899025']}","{'road': 'Georgia Kraft County Road', 'county': 'Laurens County', 'state': 'Georgia', 'country': 'United States', 'country_code': 'us'}",United States,us,,Laurens County,Georgia,,Georgia Kraft County Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.5,-82.8
AL061953,              DOLLY,19530908,600,  , TD,18.3N,65.1W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"18.3N, 65.1W","{'place_id': 283417342, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 8500768, 'lat': '18.324769099999997', 'lon': '-64.88819781370921', 'display_name': 'Saint Thomas - Saint John District, United States Virgin Islands, United States', 'address': {'county': 'Saint Thomas - Saint John District', 'state': 'United States Virgin Islands', 'country': 'United States', 'country_code': 'us'}, 'boundingbox': ['18.179587', '18.464984', '-65.1541175', '-64.6369444']}","{'county': 'Saint Thomas - Saint John District', 'state': 'United States Virgin Islands', 'country': 'United States', 'country_code': 'us'}",United States,us,,Saint Thomas - Saint John District,United States Virgin Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3,-65.1
AL081953,            UNNAMED,19530920,1700, L, TS,29.0N,82.8W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"29.0N, 82.8W","{'place_id': 282509480, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 1210721, 'lat': '29.3008632', 'lon': '-82.7824592', 'display_name': 'Levy County, Florida, United States', 'address': {'county': 'Levy County', 'state': 'Florida', 'country': 'United States', 'country_code': 'us'}, 'boundingbox': ['28.914529', '29.591374', '-83.239859', '-82.4032148']}","{'county': 'Levy County', 'state': 'Florida', 'country': 'United States', 'country_code': 'us'}",United States,us,,Levy County,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,-82.8
